created at,author,title,description,rating,replied,response,responseTime
2023/05/29 21:21,tsholofelo P,Incompetence,"After the ****tu.service I.received iam still awaiting a call back till now you're the worst in rendering service more reason my daughter left your.
 bank for a better one",1,1,"Good day tsholofelo Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Bank",2023-05-29 22:39:56
2023/05/29 20:05,MW M,"Capitec Bank, worse experience ever","Terrible service and experience from experience after I suffered a loss due to being ****med. I wish Capitec Bank could just close my account after so much stress I experienced with them. It took them close to two months to come back to me with useless and information that's does add up on top of that they charge me R160 for doing jack, nothing to assist. 
Stephanie, the person who was supposedly helping and incharge of my case, charge me even after she was told there's no money to reverse from the person who owns the other account and she was found. Why charge me if tymebank tells you there's no money on their account and their line is not going though, why do a recall. On top of that you tell me it's not your fault, I did the transfer, do you think I don't know that?! Why would I let you know if it wasn't aware. 
You keep telling me about tymebank investigation and findings, and I asked for yours and she had nothing to offer, but that I must go to court. 
I think maybe ombudsman would help as I tried with Capitec Bank, but I need them to make me understand why their are trying to make money off of me without any assistance and in this ordeal. I really want to move to another bank, they are ridiculous in their investigation shem.  
Don't bother if you have a case that needs to be investigated, even when you patient and cooperating you'd still get NOTHING substantial, but rediculous explanations and charges 😡 as it is I was moving my money out of Capitec Bank because of their services.",1,1,"Good day MW Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Bank",2023-05-29 21:02:30
2023/05/29 19:52,Cindy M,Capitec!,"Again we can't play lotto on the app!!! 
The joys of banking with Capitec!",1,1,"Good day Cindy Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Bank",2023-05-29 21:02:15
2023/05/29 19:32,Thabo T,Can't get any assistance,"I don't understand what is so hard about closing a personal loan that I have paid in full already. They tell you to request a settlement letter. Can't Capitec's system see that the outstanding balance is R0.00? When trying to request this paid up letter, I keep getting transferred to ""another department"" and then no one picks up or answers the phone... just endless recorded messages! I also tweeted them but my tweet was ignored.

I'm surprised at how poor their customer service has become. I'm so glad I moved my salary deposits to my FNB account. I definitely will not be taking any more loans or credit from Capitec",2,1,"Good day Thabo Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Bank",2023-05-29 21:01:41
2023/05/29 19:28,Colani L,Money reversal denied,"Hello , today I paid a Capitec client by mistake, and went to Capitec Bank to ask them to reverse the money, they said no , they won't reverse it until they get hold of the client which I paid by mistake, and in this case I have lost my R500 because Capitec Bank refuse to reverse my money. This bank sucks!!!",1,1,"Good day Colani Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Bank",2023-05-29 21:01:03
2023/05/29 14:51,Danja K,Capitec ignores complaints,"After my ********** experience last week, I am left with no feedback from Capitec other than ignoring me and ""closing the enquiry"" per email. I am speechless.
Ombudsman, here we come.",1,1,"Good day DanjaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 14:55:54
2023/05/29 14:02,Eugene,Accomplices of crime,Was ****med by a capitec account holder and capitec in my view accomplices.  As how am I able to create and pay money into a account where the name of the account holder doesn't exist? Surely one should be able to create a beneficiary where name doesn't corresponding to the account number? Worst bank in South Africa.  Avoid or look to be ****med.,1,1,"Good day EugeneThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 14:06:25
2023/05/29 13:55,Gugulethu N,I want capitec to reverse my money,"on the 18th of March 2023 someone ****med me & I reported the ***** immediately & they said to me the investigation takes 21 days but 21 days has been passed & there’s no feedback that I received some of their agent at call centre they drop my calls while we are communicating,the ****mer has 2 different account capitec & Absa I also called Absa & they said that the money has not reflected to the ****mer account",1,1,"Good day GugulethuThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 14:06:03
2023/05/29 13:28,Ziyanda Q,Blocked account,"Hi am Ziyanda Qaba TymeBank called regarding my blocked account 
On 6 May 2023 I sent R9400 to my TymeBank account from Capitec savings plan acc 
Someone sent R3000 into my account am sure he's or she's the one who reported my Account
Tymebank INCIDENT NUMBER (**********91)
Tymebank agent said they will unblock my account when they received email from Capitec",2,1,"Good day ZiyandaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 14:05:47
2023/05/29 12:53,Ntomboxolo M,Stole my money,"Capitec is refusing to pay my money back.
I was ****med by them, money transferred from my account but they are not paying me it's over a month now.
How can you not trace an account that my money was transferred to by your *****sters, I lost over R25 000 and my car installments were reversed.
Pay back my money Capitec!",1,1,"Good day NtomboxoloThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 14:05:30
2023/05/29 12:12,Bassie E,Forensic Department SAVED MY MONEY FROM ****MERS,"I am Beyond Grateful for the assistances of Capitec Bank Forensic.. investigators.. I was ****med a very large Amount of money trying to make an honest business transaction to my surprise the people that I was doing business they were not truthful and legit... after discovering that I had to call the Capitec Call Centre which as a Struggle getting assistances from all the agents accept one Lady.. that was so kind enough to do her Job and Beyond. I also managed to do my research that came in handy and I sent an email to the Forensic department with all required documents, after all investigations I got my money back. 
I would say BIG TO FORENSIC DEPARTMENT OF CAPITEC BANK.. you saved me and I hope continue to Assist Otherwise. Service Beyond Expectations.",5,1,"Good day Bassie Thank you for taking time to acknowledge great service, it makes our jobs worthwhile We appreciate it! Thank you for the feedback. Were glad to be a part of your financial journey.",2023-05-29 12:31:29
2023/05/29 11:46,riedewaan J,Capitec the worst,"More than a month of waiting for capitec. My credit is still not fixed.they double debited me , showed my account in arrears this was never the case.

I'm tired of this bank and the reason why I'm closing my account.

Empty promises,  transferred department to department or dropped calls is all I get",1,1,"Good day RiedewaanThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 12:30:53
2023/05/29 11:46,Lerato M,KEEP OUT OF CAPITEC THEY ARE ********S,"Run away from Capitec while you still can , Capitec is a **** ,my card was swallon by the ATM capitec machine when I called in to block it R4000 was gone, been visiting the bank for weeks now all they tell me is that the case is open they investigating, I'm drowning in debts because my salary was gone like that and a capitec agent told me straight that Capitec is like that they have about 34 cases like that in their branch and nothing is being done by the bank he's even suspecting an inside job I'm so heart broken the guy even said they might even make a lame excuse to you saying you tempered with your pin",1,1,"Good day LeratoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 12:30:39
2023/05/29 11:13,Tsholofelo L,Account on Hold,"My account was placed on hold without any communication from the bank. My account and that of the person who sent the money to me are both on hold. We are both Capitec clients. I am being bounced from one department to the next and I have over 5 reference numbers now.  I don't even know which reference number to use when tracking the incident.  I have sent e-mails, called call center, DM'd on twitter, visited the branch I even tried to chat with them on whatsapp. I just want the hold to be lifted so I can close the account. It is absolutely awful.",1,1,"Good day TsholofeloThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 12:30:08
2023/05/29 11:07,Richard S,*****ALENT TRANSACTION,"I have had 1call and one email from Mercantile Bank. No one answers the number provided or respond to my email. They requested information from me that can only be forwarded via WhatsApp. I requested a WhatsApp number, but no response from them.

The person who contacted me was Keanu Scharneck
Complaints Management Officer
Business Banking – Complaint Management

T  **********
60 Main Street, Johannesburg CBD
capitecbank.co.za
Show quoted text",1,1,"Good day Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Business Banking",2023-05-29 11:38:39
2023/05/29 10:13,Schantelle G,Capitec Business Bank - Would not recommend to any business,Horrible service from Capitec Business Bank in Herm****. I have been waiting longer than a month for a card machine and I have already paid for it. The business banker is not helpful at all. Very disappointed in the service.,1,1,"Good day SchantelleThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 12:29:55
2023/05/29 09:42,Kagisho S,Lost all my funds,"I lost R3700 on Saturday, after make a withdrawal of R2000 from the Atm which was not cashed out and got another option to withdraw R1700 which was also not cashed out instead got a slip that I have insufficient funds. The atm did not give me my money and I need it to go to work and feed myself, Can i have my money deposited back to my account.my id number is ********** 085
email address:***********.
I don't have a phone at the moment please try to email as i don't have a phone.",1,1,"Good day KagishoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 12:29:39
2023/05/29 08:09,Kegaogetswe M,My Capitec Bank account has been on hold for a week and 4 days because of this amount of money I received R141999.33,"Good day, I am Kegaogetswe Mokganya. My Capitec bank account has been on hold from a week before last. Last week Monday I went to the nearest branch and submitted the affidavit and ID copy they requested. I was told that on Friday the 26 of May it will be working but still it didn't, I tried reaching out to them but they told me to wait for another 48hours which has now passed. I am under Amazon so they told me that my account was on hold bcos somebody reported it for *****.  It's been a week and days which passed but they are not helping with anything. I was told the frosensics are investigating and they will be done but still here I am now and still not having access to it. On the 18th of May I received an amount of R34100 from Amazon clients. On the 19th of May I received an amount of R107 899.33 from Amazon clients to work with and that's the day my account was on hold as they say it was reported for ***** but they didn't even tell me the person who did it. I can't use my bank account for personal use and needs bcos of that n I am tired of waiting. I don't understand anything about **** n all that, I don't even know how to **** people. I am tired of waiting, it's been a long time now and by the look of things they won't even help me. They are all telling a different story. They wanted documents I submitted but still nothing. So guys I'm calling out for help. No sms I received telling me that I have access to my account. They are giving a bad service and Amazon is an online-store.",1,1,"Good day KegaogetsweThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 08:26:55
2023/05/29 06:42,Zola K,Bad service,"My account was frozen,because of 1 individual that bought dollars from my back office ,we were involved in a pyramid scheme call Qzet asset management,all members of Qz lost money from the platform, so the person that bought dollars from my back office her account was blocked,now they are freezing our accounts without letting us know and there is no case that was opened at the police station, they just froze our accounts nje just like that,I submitted all the documents they wanted at the bank but still my account is frozen,how are we going to pay rents this month??People are not safe with capitec and if my account is not sorted by today I'm going to the paper's I can't do this anymore.",1,1,"Good day ZolaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 07:05:34
2023/05/28 17:59,Corne,Why should i pay for your mistakes,"HI

I always try and with draw R1000 money from the atm inside the Sunny rock OK. There are very little times it does have money in it. Im trying to save on banking cost and now i need to pay the same amount to with draw R200 when i can pay the same to with draw a R1000.
Do why am i being penalized for you not doing your job?",1,1,"Good day CorneThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-29 07:04:21
2023/05/28 13:03,Shane-marie Van Heerden,Closing my account,"Really unhappy with the service from this bank, no one gets back to you, they just never solve my problem. Please can a manager contact me i. Order for me to close my account",1,1,"Good day Shane Marie Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-29 12:57:35
2023/05/28 11:10,Bilkish H,Responded,My account was hacked to zero balance. After 3 guerrilling weeks was sorted n refunded in full on Friday.26th May...Thank you...Ceo Gerrie Fourie Ombudsman n most definitely HELLO PETER For speeding up my incidents...that said.many people are complaining abt the services..n so I lost my faith with them...They wer no 1 in 2008...n sliding down in my opinion becoming complacent...DO BETTER.GOOD WISHES...THANKS,4,1,"Good day BilkishThank you for taking time to acknowledge great service, it makes our jobs worthwhile We appreciate it! Thank you for the feedback. Were glad to be a part of your financial journey.Kind regardsCapitec Bank",2023-05-28 12:40:26
2023/05/28 10:25,Marlinda F,Capitec Business Bank no customer service,"I have open a Business account at Mercantile Bank that changed to Capitec Business Banking.  I have used the business card untill I reached my limit.  My personal banker doesn't return my calls or emails.  So I tried to call the call center, everytime they put me through to a personal banker that was suppose to answer, but I have to hold on.  I have phoned more than 5 times and each and every time I'm holding on for more than 8 minutes with no one picking up the phone.  I could find out that there is a monthly limit as well and needed to complete forms.   This I find out after lots of phoning and holding on.  I send in the forms but no one is coming back to me.  I also needed to open a 32 day notice account.  I don't know why this could be so difficult to resolve.  I get the impression that the staff at the call centre doesn't want to work and it's easier to just put me through to a machine that told me to hold on.  This is my first experience with Capitec Business and I really feels it's very unprofessional.  There's no branch that I can walk in to get it sorted out either.",1,1,"Good day Marlinda Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-29 12:38:37
2023/05/28 07:21,Mbali J,Bad service,"My account has been frozen without me being informed , other people's account are also frozen because I have transacted with them , this is abuse of power , this is ridiculous that people should have no food , their kids have needs and all the documents they required were submitted and still there is no action  , I will never use this bank again and I will make sure I inform my friends and families not to bank with capitec",1,1,"Good day MbaliThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-28 12:39:34
2023/05/27 17:54,Tebello R,Best service @ capitec bank Vereeniging,"Good day 

I just wanted to bring to your attention that on the 25th of may 2023 I was assisted by a lady by the name of Kgomotso at Capitec bank in vereeniging branch Voortrekker Street, her service was awesome and I really don't have words to explain it, because she really deserves to be the future supervisor or a manager to the company because of her skills and services towards her customers, she even advised me on other issues concerning my matter that I brought to her, she really deserves a Bells 👍👍👍👍❤️",5,1,"Good day Tebello Thank you for taking time to acknowledge great service, it makes our jobs worthwhile We appreciate it! Thank you for the feedback. Were glad to be a part of your financial journey.",2023-05-28 12:39:05
2023/05/27 15:01,Prince S,I requested a withdr...,I requested a withdrawal via online service to my capitec account but it hasn't been processed till now,2,1,Good day Prince We acknowledge receipt of your query and have assigned your matter to a designated official. You will receive further contact within the next business day.,2023-05-28 12:38:28
2023/05/27 12:16,Rhys,Wow,Thanks you Tshifhiwa @CapitecBrackenCity for the amazing efficient friendly service you made me welcome and happy to join Capitec.,5,1,"Good day Rhys Thank you for taking time to acknowledge great service, it makes our jobs worthwhile We appreciate it! Thank you for the feedback. Were glad to be a part of your financial journey.",2023-05-28 12:37:55
2023/05/27 11:06,Nici K,Once again capitec atms useless,Once again capitec atms off not working in Albertinia 2 atms in one town down all other banks have money in and is working fine i was told by cashier they wont come this week end to put money in unbelievable!!!forcing me to spend money to draw money by other banks,1,1,"Good day NiciThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-28 12:37:13
2023/05/27 07:35,natasjha J,Poor service,I have been a client with capitec for years. This past few months something has been going off my account. I went to the branch and I was told that i must change my card i did. I still did not get my money back and still it is going off my account. What company can not protect their clients. Seems i have to change my bank to be free of this. Very poor service,1,1,"Good day NatasjhaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-28 12:36:27
2023/05/26 20:36,Thembisile M,Worse bank ever,"On the 05May my account got blocked , Capitec didn't inform me it was when l tried to log into my app that l noticed that my account was closed

I phoned the bank and they told me that someone reported my account and l have to submit a detailed affidavit and my ID copy of which l did the next day on the 06May then l was told that my account will be unblocked before 11May

Today it's the 26May but still my account it's still blocked , everytime l call l am told different stories and not getting the help l need. They don't communicate with me at all the only massage l Received it they one with my incident ref number but when l try to track it via their WhatsApp it's unsuccessful , it just state that l have no incidents in the last 90days

Like they accept payments that are coming Into my account but l am unable to access my funds even my child disability grant 
Capitec is nothing but a **** and their customers service is the worse",1,1,"Good day ThembisileThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 22:53:03
2023/05/26 14:55,Kevin N,Useless service.,"I got a new phone all I wanted to do is upload the banking app, did the facial recognition and It does not allow me to use my app, phone in and they tell my my cell phone backing is not activated how the F...K is that possible if i just wanted to load the app on my new phone!!!!!!!!

Then you get told you have to go to a branch, do you understand we as your customers work we do not have the time to run after you so we can just access our f........ng bank account this is the most useless service I have ever come by in my life!!!!!",1,1,"Good day KevinThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:08:59
2023/05/26 14:42,Justin A,*** bank,These people are **** artists. I bought airtime on the app which I've done multiple times before. I never received the airtime nor was I refunded. When I contact them I keep being given stories. I will no longer be banking with this *****ulent bank. They are disgraceful to be *****ing people's hard earned money in these tough economic times. Sies!,1,1,"Good day JustinThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:07:57
2023/05/26 13:35,NOLUTHANDO M,Unavailable Agents,"If I could give this bank a zero I would, their dormancy account division has no systems in place to track communications with client and they refuse to speak to clients who pay for reactivations!

Stay away from Capitec/Mercantile bank for your company you will incure lost time and compromise your ability to trade!!",1,1,"Good day Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day. Kind regards Capitec Business Banking",2023-05-26 20:04:19
2023/05/26 12:10,Jaco ,Already regretting joining this joke of a bank,"Useless bank.

Brand nee customer and already regretting my decision.

Useless client service, i went to change my pin. The ATM didn't want to save my new pin. Couple of days later put in the pin wrong. Now at the bank doesn't want to help me.

Even  though I did EXACTLY what the slip told me to do!",1,1,"Good day JacoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:07:46
2023/05/26 11:22,Raymond W,Worst bank ever!!!!!,"The bank put a hold on my account without informing me thereof due to some ***** they detected. I was told to go to the bank to resolve. At the bank i was told it would take up to 24 hours to lift the hold.  I asked for it to be escalated.  It is more than 24 hours later and the hold has still not been lifted.  I am being hold hostage with my own money.

Capitec please release the hold to enable me to access my money and move my money as far away as possible from Capitec.  Worst bank ever.",1,1,"Good day RaymondThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:07:31
2023/05/26 08:10,Erica C,QUERY UNRESOLVED,"On the 26th of April I got a call from someone who said that she is calling from  capitec stating that I qualify for a credit card,the funniest part of it is that she knew all my details I did not even confirm my account number or pin,after I was done with the call an amount of R4100 have been taken from my account,I immediately went to the capitec branch to report it.The consultant who assisted me called head office and the lady from head office spoke to me stating the merchandiser have not retrieved the money yet so they will be able to reverse it back into my account the same day and the consultant who assisted me at the branch also confirmed that the money will into my account at 17h00 on that day but if it's not in I should call head office the next day which I did but apparently they had to do an investigation which took them 2weeks and after that they told me that my money could not be refunded, There customer service is poor coz if the lady from head office made sure that she attended to the query while we were on the line I would have gotten my money and I am not going to stop until I get my money because that person who took my money either have been working at capitec before or is still working there,I just want my money",1,1,"Good day EricaThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:07:11
2023/05/25 23:11,Riette M,SWAK AANLYN DIENS EN POWER WEBWERF-ONTWERP MAAK DIT BYKANS ONMOONTLIK OM AAN TE TEKEN.,"Wat gaan aan met Capitec Online Banking? Ek sukkel geweldig om in te teken, hetsy op my rekenaar of selfoon. Jy word verpes met advertensies! Al wat ek wil doen is die banking app gebruik. Ek stel nie belang is julle aaklige modelle wat snert adverteer nie!!! Waarom word kliënte gedwing om die scan-opsie te gebruik? Waarom is die Kliëntediens persone wat aan diens is, almal engels en praat hulle daarby onhoorbaar? Ek het nou probeer bel. Dis 'n mors van tyd. Swak Capitec! Maak alles seepglad soos wat dit aan die begin was. Los die webwerf-ontwerpers waarmee julle so geldmors. Hulle maak net droog!",1,1,"Good day RietteThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-26 18:06:46
2023/05/25 22:09,Serdonzito P,Low premium on customer service,"I have been a client of Capitec for a number of years now.
I recently took-up their offer of data at a very competitive price.
I subsequently bought the Simcard and loaded it with Data.
However, the telephone number allocated to the Simcard did not sit well with me, so I decided to port my number from another network to Capitec.
I subsequently called into the porting department of Capitec and enquired what the requirements are for porting your number.
I was informed that I should finish whatever airtime I had with the other network before I do the porting into Capitec.
I duly did that and started the porting some days later, after depleting my account on the other network.
However, to my dismay, my data was swiped-clean from my account.
I subsequently enquired about this development on the Customer Care Line, but was met with indifference.

How do you treat a “new” client whom had just signed unto your new service like that?

I even went into the Silverton Crossing-Branch in Pretoria to lodge a complaint, but by the time of penning this mail, I had not heard from them, which is now two weeks later.

They put a low premium on customer service.
I have not experienced such bad customer service in a long time, not even from your less sophisticated competition. 
I surmise that I got “The Middle Finger” as soon as I left the branch, because how else do they explain the disdain treatment.

I, therefore, beg the following questions; 
• “How many other customers are being subjected to similar treatment, but opt to rather not pursue the matter, 
    because they might not have the fortitude to do so?” 
• “Is it beneficial for me or any other person for that matter to continue being a client of Capitec when you are     
    subjected to this level of service? 
• “Am I perhaps being facetious in assuming that good customer service is reserved only for a select few or a 
   certain sector of the community for that matter?” 
• How does Capitec -Management operate a business when they do not offer proper customer service 
  experience compared to the other banks across the country? 
• What message do they communicate to the middle to lower-income patrons who frequent their business? 
• Whether Capitec -Management are profit-driven or service driven?

It is unfortunate that I had to proverbially; “Rock the Boat” in order to air our grievance, but I feel that I have giving Capitec Management ample opportunity to remedy this situation in the interest of fair and equitable customer service, however, there has only been total indifference. 

This issue smacks of prejudice and invariably leaves a bad taste and I am sure that anyone would agree that not a single Capitec has to endure this atrocious level of customer service. 

I believe that Capitec can ill afford such conduct, not when it strives to position itself as the preferred Retail Banking Service in South Africa. 

Furthermore, after conferring with my fellow community members, some also in the banking field and they all concur that it goes totally against the grain of what “Great Customer Service” and “Good Governance” are all about. 

I, therefore, feel that we have no other alternative but to bring this unsatisfactory conduct to the Capitec senior management’s attention and them take appropriate action to remedy the situation.",1,1,"Good day SerdonzitoThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-25 22:16:53
2023/05/25 20:14,Rumik K,Hard work no future thanks capitec I'll go hungry,"I have been unemployed for some time and now that I have finally found a work the money I have gotten for the 2 weeks of work in order to live has just been taken off my account after months of being dormant. Not to mention no one has even tried to contact me regarding the account that was unpaid for this time. It seems like a normal debit order but not, I see there is a debicheck on the acc that they try to take monthly so it's contradicting from all the correct rules I don't even Remeber signing this debicheck nor was it even explained to me. People really need to start disclosing the proper details to your clients cause this is downright disgusting. Now I must fight to try get my money back from you people and I can't find the time cause I've just started my new job so should I go I loose my work but if I don't then I can't survive for the next two weeks. Meantime you people sit taking your time completely oblivious to us that cannot eat and live. This debicheck but normal debit order story is making us whom trying to get back to some sort of normality worse off. No wonder people just leave accounts cause these people rob when You at your lowest so much for to you tying to assist us in someway seems like just futher into a hole. Appaulling to say the least I will be moving banks where I have atleast some control over money I worked hard for not this ****!!!!",1,1,"Good day RumikThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-25 22:16:36
2023/05/25 19:42,SUSANMARI K,*****ulent Bank,"on the 20th of May my account was hacked, ****mers disputed my medical aid, created a beneficiary under my account,  transferred the premium of my medical and a amount from my savings to that beneficiary without me going to the bank, without my fingerprints, nor paper work captured by an consultant, the investigators are useless send numerous emails, check my incidents, how can i get my money back, don't the bank cover loss due to *****, i want proof that i visited the bank to dispute my medical , this is ***** , now i must beg to get the money back that was transfered to a standard bank account, how does the bank allow such *****?
I got a sick child that needs medical, now its suspended, due to your security.
How many emails must i still send to recover my funds",1,1,"Good day SusanmariThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.Kind regardsCapitec Bank",2023-05-25 22:16:24
2023/05/25 16:44,tshepiso,Charged service fees and insurance after insurance policy ends,"I have a credit card with capitec which I pay insurance on. Due to unemployment I made a claim with the insurance company and only after following up multiple times with them was my claim paid out. The claim was paid on the 17 may 2022 when the claim was submitted in March. Capitec Bank has been debitting service fees and insurance fees from said account from may 2022 till may 2023. As per the terms and conditions of the insurance policy the policy ends after a successful claim has been paid out, why has Capitec Bank kept the account active and debitting service fees and insurance fees when the credit card should have been canceled? I have not been able to use the credit facility because I would have to reapply for credit but they continued to charge these fees from my account. Would they have done the same had the account not have been in a positive balance?",1,1,"Good day Tshepiso Thank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-25 17:14:24
2023/05/25 16:05,Karen V,Capitec Bank What a shame.,"Capitec does not protect their client interests and they hire people in senior positions with minimal social or intellectual skills. I went to the Capitec Bank in Florida today to ask them to reverse a deduction that I did not authorise. I had to tell the senior manager 3 times that I am not her mama as she kept on addressing me as mama. They need to understand that their culture in their private lives is none of their clients' business. They kept on telling me what they cannot do instead of telling me what they can do. As with every other organisation, their fame eventually leads to their downfall. Their service and their professionalism has deteriorated as everything else in South Africa. What a shame when profits come before people.",1,1,"Good day KarenThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-25 17:14:00
2023/05/25 15:57,Dudley,WORST CUSTOMER SERVICE EVER,"If there was a zero star rating that's what I would give to Capitec Business Bank. Two weeks and they have yet to resolve the simple task of changing by old phone number to a new number. Meanwhile I do not have access to my account, can't do FX transfers, can't even transfer funds and close my account",1,1,"Good day DudleyThank you for letting us know of your concern, and for your patience while we explore this matter. We have assigned your query to a designated official who will contact you within the next business day.",2023-05-25 17:13:48
2023/05/25 14:34,vincent,Outstanding Service and Customer Care at Annah's and Tsebo's Branch,"I recently had the pleasure of visiting Annah and Tsebo's branch (Free State, Welkom, Boks Street) and I must say, the service I received was truly exceptional. Annah, in particular, impressed me with her great professionalism and friendly demeanour. She went above and beyond to assist me with replacing my card and changing my phone banking credentials. Her expertise and willingness to help were truly commendable.

Not only did Annah efficiently handle my immediate concerns, but she also took the time to offer valuable advice on opening a business account. Her knowledge and guidance were invaluable, and I left the branch feeling confident and well informed about the steps to take.

In addition to Annah, Tsebo has also been a tremendous help to me in the past. During my most recent visit, I witnessed firsthand his dedication to customer service. He went out of his way to assist another customer in stopping their ****** bank card. The level of care and attentiveness Tsebo demonstrated showcased his commitment to the well-being of every client.

It is truly refreshing to encounter a team of individuals who take their work and clients so seriously. The professionalism and genuine concern for customers displayed by Annah and Tsebo are a testament to the outstanding service provided at this branch.

I want to express my heartfelt gratitude to both Annah and Tsebo, as well as the entire team at this branch. Their exceptional service, combined with their friendly and welcoming attitude, made my experience truly enjoyable. I highly recommend this branch to anyone seeking reliable banking services, as I am confident they will go above and beyond to meet your needs. Thank you, guys, for your outstanding work and commitment to customer satisfaction.",5,1,"Good day Vincent Thank you for taking time to acknowledge great service, it makes our jobs worthwhile We appreciate it! Thank you for the feedback. Were glad to be a part of your financial journey.",2023-05-25 15:06:53
